image,class
/home/dmitr/dev/fungi/data/DF20M/2238528331-249574.JPG, 105
/home/dmitr/dev/fungi/data/DF20M/2238528333-27479.JPG, 171
/home/dmitr/dev/fungi/data/DF20M/2238528412-325043.JPG, 64
/home/dmitr/dev/fungi/data/DF20M/2238528433-27510.JPG, 90
/home/dmitr/dev/fungi/data/DF20M/2238528433-27511.JPG, 90
/home/dmitr/dev/fungi/data/DF20M/2238528550-175721.JPG, 115
/home/dmitr/dev/fungi/data/DF20M/2238528943-27609.JPG, 52
/home/dmitr/dev/fungi/data/DF20M/2238528982-325202.JPG, 129
/home/dmitr/dev/fungi/data/DF20M/2238528997-325207.JPG, 87
/home/dmitr/dev/fungi/data/DF20M/2238529226-249779.JPG, 170
/home/dmitr/dev/fungi/data/DF20M/2238529228-27682.JPG, 178
/home/dmitr/dev/fungi/data/DF20M/2238529286-249795.JPG, 51
/home/dmitr/dev/fungi/data/DF20M/2238529394-101726.JPG, 92
/home/dmitr/dev/fungi/data/DF20M/2238529434-101735.JPG, 115
/home/dmitr/dev/fungi/data/DF20M/2238529434-101736.JPG, 115
/home/dmitr/dev/fungi/data/DF20M/2238530440-176153.JPG, 105
/home/dmitr/dev/fungi/data/DF20M/2238530658-28053.JPG, 116
/home/dmitr/dev/fungi/data/DF20M/2238530713-28069.JPG, 171
/home/dmitr/dev/fungi/data/DF20M/2238530831-250178.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2238530831-250180.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2238531136-250247.JPG, 15
/home/dmitr/dev/fungi/data/DF20M/2238531190-176314.JPG, 86
/home/dmitr/dev/fungi/data/DF20M/2238531394-102204.JPG, 105
/home/dmitr/dev/fungi/data/DF20M/2238531495-176388.JPG, 102
/home/dmitr/dev/fungi/data/DF20M/2238531555-176404.JPG, 2
/home/dmitr/dev/fungi/data/DF20M/2238531741-250407.JPG, 53
/home/dmitr/dev/fungi/data/DF20M/2238532602-326028.JPG, 0
/home/dmitr/dev/fungi/data/DF20M/2238532723-28513.JPG, 105
/home/dmitr/dev/fungi/data/DF20M/2238532739-102486.JPG, 65
/home/dmitr/dev/fungi/data/DF20M/2238533067-326118.JPG, 53
/home/dmitr/dev/fungi/data/DF20M/2238533993-28750.JPG, 156
/home/dmitr/dev/fungi/data/DF20M/2238534305-177000.JPG, 103
/home/dmitr/dev/fungi/data/DF20M/2238535142-326611.JPG, 53
/home/dmitr/dev/fungi/data/DF20M/2238537084-103439.JPG, 2
/home/dmitr/dev/fungi/data/DF20M/2238537368-29482.JPG, 86
/home/dmitr/dev/fungi/data/DF20M/2238537780-177857.JPG, 2
/home/dmitr/dev/fungi/data/DF20M/2238538109-103742.JPG, 112
/home/dmitr/dev/fungi/data/DF20M/2238538272-327294.JPG, 115
/home/dmitr/dev/fungi/data/DF20M/2238538272-327295.JPG, 115
/home/dmitr/dev/fungi/data/DF20M/2238539430-178237.JPG, 103
/home/dmitr/dev/fungi/data/DF20M/2238543510-178459.JPG, 34
/home/dmitr/dev/fungi/data/DF20M/2238548149-105142.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2238548171-253294.JPG, 82
/home/dmitr/dev/fungi/data/DF20M/2238549077-328890.JPG, 86
/home/dmitr/dev/fungi/data/DF20M/2238549689-105573.JPG, 38
/home/dmitr/dev/fungi/data/DF20M/2238549689-105574.JPG, 38
/home/dmitr/dev/fungi/data/DF20M/2238549689-105578.JPG, 38
/home/dmitr/dev/fungi/data/DF20M/2238549689-105579.JPG, 38
/home/dmitr/dev/fungi/data/DF20M/2238549689-105580.JPG, 38
/home/dmitr/dev/fungi/data/DF20M/2238549954-105661.JPG, 75
/home/dmitr/dev/fungi/data/DF20M/2238549985-179895.JPG, 13
/home/dmitr/dev/fungi/data/DF20M/2238549985-179898.JPG, 13
/home/dmitr/dev/fungi/data/DF20M/2238550814-105939.JPG, 69
/home/dmitr/dev/fungi/data/DF20M/2238550814-105942.JPG, 69
/home/dmitr/dev/fungi/data/DF20M/2238551056-254042.JPG, 103
/home/dmitr/dev/fungi/data/DF20M/2238551057-329486.JPG, 37
/home/dmitr/dev/fungi/data/DF20M/2238551463-31904.JPG, 110
/home/dmitr/dev/fungi/data/DF20M/2238551463-31905.JPG, 110
/home/dmitr/dev/fungi/data/DF20M/2238551724-106200.JPG, 103
/home/dmitr/dev/fungi/data/DF20M/2238551859-106225.JPG, 179
/home/dmitr/dev/fungi/data/DF20M/2238551865-180369.JPG, 87
/home/dmitr/dev/fungi/data/DF20M/2238552298-32073.JPG, 78
/home/dmitr/dev/fungi/data/DF20M/2238552310-180474.JPG, 82
/home/dmitr/dev/fungi/data/DF20M/2238552466-254396.JPG, 15
/home/dmitr/dev/fungi/data/DF20M/2238552490-180519.JPG, 26
/home/dmitr/dev/fungi/data/DF20M/2238552490-180520.JPG, 26
/home/dmitr/dev/fungi/data/DF20M/2238552547-329816.JPG, 59
/home/dmitr/dev/fungi/data/DF20M/2238552680-180565.JPG, 25
/home/dmitr/dev/fungi/data/DF20M/2238552715-180575.JPG, 119
/home/dmitr/dev/fungi/data/DF20M/2238552715-180576.JPG, 119
/home/dmitr/dev/fungi/data/DF20M/2238552729-106420.JPG, 15
/home/dmitr/dev/fungi/data/DF20M/2238552869-106444.JPG, 33
/home/dmitr/dev/fungi/data/DF20M/2238553002-329885.JPG, 114
/home/dmitr/dev/fungi/data/DF20M/2238553207-329921.JPG, 119
/home/dmitr/dev/fungi/data/DF20M/2238553251-254517.JPG, 13
/home/dmitr/dev/fungi/data/DF20M/2238553280-180684.JPG, 69
/home/dmitr/dev/fungi/data/DF20M/2238553320-180688.JPG, 87
/home/dmitr/dev/fungi/data/DF20M/2238553380-180699.JPG, 103
/home/dmitr/dev/fungi/data/DF20M/2238553390-180703.JPG, 5
/home/dmitr/dev/fungi/data/DF20M/2238553462-329964.JPG, 15
/home/dmitr/dev/fungi/data/DF20M/2238553470-180716.JPG, 5
/home/dmitr/dev/fungi/data/DF20M/2238553521-254560.JPG, 75
/home/dmitr/dev/fungi/data/DF20M/2238553612-329991.JPG, 15
/home/dmitr/dev/fungi/data/DF20M/2238553619-106578.JPG, 16
/home/dmitr/dev/fungi/data/DF20M/2238553712-330014.JPG, 39
/home/dmitr/dev/fungi/data/DF20M/2238553741-254583.JPG, 17
/home/dmitr/dev/fungi/data/DF20M/2238553761-254590.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2238553772-330027.JPG, 166
/home/dmitr/dev/fungi/data/DF20M/2238553797-330033.JPG, 15
/home/dmitr/dev/fungi/data/DF20M/2238554000-180791.JPG, 65
/home/dmitr/dev/fungi/data/DF20M/2238554108-32350.JPG, 89
/home/dmitr/dev/fungi/data/DF20M/2238554130-180813.JPG, 27
/home/dmitr/dev/fungi/data/DF20M/2238554155-180815.JPG, 23
/home/dmitr/dev/fungi/data/DF20M/2238554277-330137.JPG, 82
/home/dmitr/dev/fungi/data/DF20M/2238554450-180852.JPG, 109
/home/dmitr/dev/fungi/data/DF20M/2238554546-254740.JPG, 9
/home/dmitr/dev/fungi/data/DF20M/2238554568-32424.JPG, 86
/home/dmitr/dev/fungi/data/DF20M/2238554664-106745.JPG, 13
/home/dmitr/dev/fungi/data/DF20M/2238554687-330195.JPG, 27
/home/dmitr/dev/fungi/data/DF20M/2238554729-106752.JPG, 86
/home/dmitr/dev/fungi/data/DF20M/2238554735-180898.JPG, 108
/home/dmitr/dev/fungi/data/DF20M/2238554814-106764.JPG, 15
/home/dmitr/dev/fungi/data/DF20M/2238554987-330273.JPG, 65
/home/dmitr/dev/fungi/data/DF20M/2238555012-330274.JPG, 89
/home/dmitr/dev/fungi/data/DF20M/2238555032-330277.JPG, 57
/home/dmitr/dev/fungi/data/DF20M/2238555096-254841.JPG, 156
/home/dmitr/dev/fungi/data/DF20M/2238555130-180968.JPG, 87
/home/dmitr/dev/fungi/data/DF20M/2238555259-106816.JPG, 89
/home/dmitr/dev/fungi/data/DF20M/2238555290-180998.JPG, 87
/home/dmitr/dev/fungi/data/DF20M/2238555290-181000.JPG, 87
/home/dmitr/dev/fungi/data/DF20M/2238555321-254883.JPG, 34
/home/dmitr/dev/fungi/data/DF20M/2238555466-254904.JPG, 30
/home/dmitr/dev/fungi/data/DF20M/2238555512-330346.JPG, 65
/home/dmitr/dev/fungi/data/DF20M/2238555566-254922.JPG, 114
/home/dmitr/dev/fungi/data/DF20M/2238555738-32648.JPG, 170
/home/dmitr/dev/fungi/data/DF20M/2238555774-106890.JPG, 90
/home/dmitr/dev/fungi/data/DF20M/2238555936-255007.JPG, 13
/home/dmitr/dev/fungi/data/DF20M/2238555976-255017.JPG, 7
/home/dmitr/dev/fungi/data/DF20M/2238556074-106973.JPG, 78
/home/dmitr/dev/fungi/data/DF20M/2238556127-330456.JPG, 33
/home/dmitr/dev/fungi/data/DF20M/2238556131-255040.JPG, 33
/home/dmitr/dev/fungi/data/DF20M/2238556264-107009.JPG, 90
/home/dmitr/dev/fungi/data/DF20M/2238556297-330505.JPG, 27
/home/dmitr/dev/fungi/data/DF20M/2238556302-330509.JPG, 87
/home/dmitr/dev/fungi/data/DF20M/2238556374-107040.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2238556392-330530.JPG, 74
/home/dmitr/dev/fungi/data/DF20M/2238556474-107064.JPG, 88
/home/dmitr/dev/fungi/data/DF20M/2238556497-330562.JPG, 21
/home/dmitr/dev/fungi/data/DF20M/2238556539-107076.JPG, 17
/home/dmitr/dev/fungi/data/DF20M/2238556573-32801.JPG, 114
/home/dmitr/dev/fungi/data/DF20M/2238556581-255138.JPG, 40
/home/dmitr/dev/fungi/data/DF20M/2238556587-330594.JPG, 57
/home/dmitr/dev/fungi/data/DF20M/2238556759-107118.JPG, 78
/home/dmitr/dev/fungi/data/DF20M/2238556759-107119.JPG, 78
/home/dmitr/dev/fungi/data/DF20M/2238556805-181318.JPG, 84
/home/dmitr/dev/fungi/data/DF20M/2238556933-32872.JPG, 40
/home/dmitr/dev/fungi/data/DF20M/2238556970-181353.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2238557010-181364.JPG, 6
/home/dmitr/dev/fungi/data/DF20M/2238557013-32886.JPG, 110
/home/dmitr/dev/fungi/data/DF20M/2238557036-255238.JPG, 33
/home/dmitr/dev/fungi/data/DF20M/2238557061-255243.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2238557087-330721.JPG, 168
/home/dmitr/dev/fungi/data/DF20M/2238557102-330723.JPG, 21
/home/dmitr/dev/fungi/data/DF20M/2238557166-255266.JPG, 168
/home/dmitr/dev/fungi/data/DF20M/2238557204-107223.JPG, 119
/home/dmitr/dev/fungi/data/DF20M/2238557207-330755.JPG, 78
/home/dmitr/dev/fungi/data/DF20M/2238557215-181419.JPG, 70
/home/dmitr/dev/fungi/data/DF20M/2238557271-255293.JPG, 150
/home/dmitr/dev/fungi/data/DF20M/2238557432-330820.JPG, 76
/home/dmitr/dev/fungi/data/DF20M/2238557481-255355.JPG, 90
/home/dmitr/dev/fungi/data/DF20M/2238557765-181552.JPG, 36
/home/dmitr/dev/fungi/data/DF20M/2238557799-107356.JPG, 6
/home/dmitr/dev/fungi/data/DF20M/2238557825-181571.JPG, 61
/home/dmitr/dev/fungi/data/DF20M/2238557968-33103.JPG, 30
/home/dmitr/dev/fungi/data/DF20M/2238558006-255475.JPG, 86
/home/dmitr/dev/fungi/data/DF20M/2238558006-255477.JPG, 86
/home/dmitr/dev/fungi/data/DF20M/2238558010-181614.JPG, 168
/home/dmitr/dev/fungi/data/DF20M/2238558025-181616.JPG, 71
/home/dmitr/dev/fungi/data/DF20M/2238558145-181640.JPG, 15
/home/dmitr/dev/fungi/data/DF20M/2238558150-181641.JPG, 168
/home/dmitr/dev/fungi/data/DF20M/2238558177-330993.JPG, 87
/home/dmitr/dev/fungi/data/DF20M/2238558251-255536.JPG, 119
/home/dmitr/dev/fungi/data/DF20M/2238558456-255576.JPG, 87
/home/dmitr/dev/fungi/data/DF20M/2238558550-181746.JPG, 160
/home/dmitr/dev/fungi/data/DF20M/2238558596-255614.JPG, 78
/home/dmitr/dev/fungi/data/DF20M/2238558611-255617.JPG, 114
/home/dmitr/dev/fungi/data/DF20M/2238558623-33254.JPG, 75
/home/dmitr/dev/fungi/data/DF20M/2238558644-107572.JPG, 162
/home/dmitr/dev/fungi/data/DF20M/2238558735-181773.JPG, 6
/home/dmitr/dev/fungi/data/DF20M/2238558737-331133.JPG, 13
/home/dmitr/dev/fungi/data/DF20M/2238558749-107600.JPG, 75
/home/dmitr/dev/fungi/data/DF20M/2238558749-107601.JPG, 75
/home/dmitr/dev/fungi/data/DF20M/2238558749-107602.JPG, 75
/home/dmitr/dev/fungi/data/DF20M/2238558808-33296.JPG, 70
/home/dmitr/dev/fungi/data/DF20M/2238559039-107665.JPG, 129
/home/dmitr/dev/fungi/data/DF20M/2238559074-107676.JPG, 17
/home/dmitr/dev/fungi/data/DF20M/2238559094-107680.JPG, 27
/home/dmitr/dev/fungi/data/DF20M/2238559115-181863.JPG, 38
/home/dmitr/dev/fungi/data/DF20M/2238559154-107693.JPG, 27
/home/dmitr/dev/fungi/data/DF20M/2238559222-331243.JPG, 96
/home/dmitr/dev/fungi/data/DF20M/2238559326-255783.JPG, 130
/home/dmitr/dev/fungi/data/DF20M/2238559365-181924.JPG, 87
/home/dmitr/dev/fungi/data/DF20M/2238559434-107763.JPG, 116
/home/dmitr/dev/fungi/data/DF20M/2238559485-181948.JPG, 129
/home/dmitr/dev/fungi/data/DF20M/2238559514-107795.JPG, 116
/home/dmitr/dev/fungi/data/DF20M/2238559571-255851.JPG, 31
/home/dmitr/dev/fungi/data/DF20M/2238559730-181989.JPG, 115
/home/dmitr/dev/fungi/data/DF20M/2238559787-331347.JPG, 72
/home/dmitr/dev/fungi/data/DF20M/2238559864-107877.JPG, 63
/home/dmitr/dev/fungi/data/DF20M/2238559875-182017.JPG, 167
/home/dmitr/dev/fungi/data/DF20M/2238559878-33528.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2238559944-107904.JPG, 36
/home/dmitr/dev/fungi/data/DF20M/2238559982-331388.JPG, 21
/home/dmitr/dev/fungi/data/DF20M/2238559990-182039.JPG, 15
/home/dmitr/dev/fungi/data/DF20M/2238559995-182041.JPG, 7
/home/dmitr/dev/fungi/data/DF20M/2238560017-331393.JPG, 15
/home/dmitr/dev/fungi/data/DF20M/2238560087-331406.JPG, 179
/home/dmitr/dev/fungi/data/DF20M/2238560087-331407.JPG, 179
/home/dmitr/dev/fungi/data/DF20M/2238560176-255960.JPG, 74
/home/dmitr/dev/fungi/data/DF20M/2238560205-182083.JPG, 34
/home/dmitr/dev/fungi/data/DF20M/2238560235-182096.JPG, 27
/home/dmitr/dev/fungi/data/DF20M/2238560248-33627.JPG, 10
/home/dmitr/dev/fungi/data/DF20M/2238560427-331475.JPG, 90
/home/dmitr/dev/fungi/data/DF20M/2238560442-331482.JPG, 69
/home/dmitr/dev/fungi/data/DF20M/2238560442-331483.JPG, 69
/home/dmitr/dev/fungi/data/DF20M/2238560464-108028.JPG, 68
/home/dmitr/dev/fungi/data/DF20M/2238560476-256027.JPG, 87
/home/dmitr/dev/fungi/data/DF20M/2238560500-182165.JPG, 132
/home/dmitr/dev/fungi/data/DF20M/2238560517-331495.JPG, 27
/home/dmitr/dev/fungi/data/DF20M/2238560549-108056.JPG, 82
/home/dmitr/dev/fungi/data/DF20M/2238560562-331506.JPG, 8
/home/dmitr/dev/fungi/data/DF20M/2238560682-331534.JPG, 140
/home/dmitr/dev/fungi/data/DF20M/2238560688-33697.JPG, 154
/home/dmitr/dev/fungi/data/DF20M/2238560702-331539.JPG, 26
/home/dmitr/dev/fungi/data/DF20M/2238560827-331565.JPG, 85
/home/dmitr/dev/fungi/data/DF20M/2238560850-182224.JPG, 98
/home/dmitr/dev/fungi/data/DF20M/2238560885-182236.JPG, 162
/home/dmitr/dev/fungi/data/DF20M/2238560926-256133.JPG, 15
/home/dmitr/dev/fungi/data/DF20M/2238560976-256138.JPG, 75
/home/dmitr/dev/fungi/data/DF20M/2238561006-256147.JPG, 151
/home/dmitr/dev/fungi/data/DF20M/2238561025-182263.JPG, 162
/home/dmitr/dev/fungi/data/DF20M/2238561067-331608.JPG, 156
/home/dmitr/dev/fungi/data/DF20M/2238561067-331609.JPG, 156
/home/dmitr/dev/fungi/data/DF20M/2238561067-331610.JPG, 156
/home/dmitr/dev/fungi/data/DF20M/2238561178-33784.JPG, 23
/home/dmitr/dev/fungi/data/DF20M/2238561246-256189.JPG, 74
/home/dmitr/dev/fungi/data/DF20M/2238561249-108202.JPG, 24
/home/dmitr/dev/fungi/data/DF20M/2238561282-331653.JPG, 38
/home/dmitr/dev/fungi/data/DF20M/2238561292-331655.JPG, 140
/home/dmitr/dev/fungi/data/DF20M/2238561383-33827.JPG, 154
/home/dmitr/dev/fungi/data/DF20M/2238561512-331693.JPG, 179
/home/dmitr/dev/fungi/data/DF20M/2238561580-182353.JPG, 57
/home/dmitr/dev/fungi/data/DF20M/2238561965-182427.JPG, 154
/home/dmitr/dev/fungi/data/DF20M/2238562007-331772.JPG, 78
/home/dmitr/dev/fungi/data/DF20M/2238562092-331792.JPG, 23
/home/dmitr/dev/fungi/data/DF20M/2238562131-256329.JPG, 149
/home/dmitr/dev/fungi/data/DF20M/2238562555-182529.JPG, 153
/home/dmitr/dev/fungi/data/DF20M/2238562574-108454.JPG, 17
/home/dmitr/dev/fungi/data/DF20M/2238562647-331902.JPG, 106
/home/dmitr/dev/fungi/data/DF20M/2238562648-34046.JPG, 116
/home/dmitr/dev/fungi/data/DF20M/2238562733-34063.JPG, 168
/home/dmitr/dev/fungi/data/DF20M/2238562758-34069.JPG, 168
/home/dmitr/dev/fungi/data/DF20M/2238562883-34094.JPG, 92
/home/dmitr/dev/fungi/data/DF20M/2238562883-34098.JPG, 92
/home/dmitr/dev/fungi/data/DF20M/2238562913-34110.JPG, 15
/home/dmitr/dev/fungi/data/DF20M/2238562926-256476.JPG, 140
/home/dmitr/dev/fungi/data/DF20M/2238562945-182585.JPG, 37
/home/dmitr/dev/fungi/data/DF20M/2238562987-331984.JPG, 17
/home/dmitr/dev/fungi/data/DF20M/2238562990-182601.JPG, 107
/home/dmitr/dev/fungi/data/DF20M/2238563038-34133.JPG, 75
/home/dmitr/dev/fungi/data/DF20M/2238563113-34157.JPG, 119
/home/dmitr/dev/fungi/data/DF20M/2238563249-108584.JPG, 6
/home/dmitr/dev/fungi/data/DF20M/2238563295-182660.JPG, 74
/home/dmitr/dev/fungi/data/DF20M/2238563473-34251.JPG, 93
/home/dmitr/dev/fungi/data/DF20M/2238563759-108676.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2238563776-256654.JPG, 37
/home/dmitr/dev/fungi/data/DF20M/2238563786-256659.JPG, 40
/home/dmitr/dev/fungi/data/DF20M/2238563826-256675.JPG, 23
/home/dmitr/dev/fungi/data/DF20M/2238563831-256676.JPG, 87
/home/dmitr/dev/fungi/data/DF20M/2238563836-256677.JPG, 57
/home/dmitr/dev/fungi/data/DF20M/2238563926-256698.JPG, 15
/home/dmitr/dev/fungi/data/DF20M/2238564015-182795.JPG, 168
/home/dmitr/dev/fungi/data/DF20M/2238564072-332193.JPG, 168
/home/dmitr/dev/fungi/data/DF20M/2238564197-332204.JPG, 170
/home/dmitr/dev/fungi/data/DF20M/2238564307-332240.JPG, 114
/home/dmitr/dev/fungi/data/DF20M/2238564313-34452.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2238564401-256779.JPG, 84
/home/dmitr/dev/fungi/data/DF20M/2238564424-108838.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2238564612-332296.JPG, 127
/home/dmitr/dev/fungi/data/DF20M/2238564676-256845.JPG, 78
/home/dmitr/dev/fungi/data/DF20M/2238564922-332353.JPG, 87
/home/dmitr/dev/fungi/data/DF20M/2238565111-256926.JPG, 74
/home/dmitr/dev/fungi/data/DF20M/2238565203-34614.JPG, 7
/home/dmitr/dev/fungi/data/DF20M/2238565385-183045.JPG, 34
/home/dmitr/dev/fungi/data/DF20M/2238565438-34652.JPG, 9
/home/dmitr/dev/fungi/data/DF20M/2238565519-109045.JPG, 15
/home/dmitr/dev/fungi/data/DF20M/2238565565-183067.JPG, 27
/home/dmitr/dev/fungi/data/DF20M/2238565752-332481.JPG, 6
/home/dmitr/dev/fungi/data/DF20M/2238565774-109083.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2238565914-109099.JPG, 57
/home/dmitr/dev/fungi/data/DF20M/2238565957-332528.JPG, 107
/home/dmitr/dev/fungi/data/DF20M/2238565965-183130.JPG, 24
/home/dmitr/dev/fungi/data/DF20M/2238566120-183174.JPG, 15
/home/dmitr/dev/fungi/data/DF20M/2238566125-183178.JPG, 21
/home/dmitr/dev/fungi/data/DF20M/2238566126-257060.JPG, 92
/home/dmitr/dev/fungi/data/DF20M/2238566147-332568.JPG, 15
/home/dmitr/dev/fungi/data/DF20M/2238566148-34782.JPG, 112
/home/dmitr/dev/fungi/data/DF20M/2238566209-109134.JPG, 21
/home/dmitr/dev/fungi/data/DF20M/2238566671-257185.JPG, 1
/home/dmitr/dev/fungi/data/DF20M/2238566671-257190.JPG, 1
/home/dmitr/dev/fungi/data/DF20M/2238566681-257192.JPG, 83
/home/dmitr/dev/fungi/data/DF20M/2238566681-257196.JPG, 83
/home/dmitr/dev/fungi/data/DF20M/2238567067-332726.JPG, 27
/home/dmitr/dev/fungi/data/DF20M/2238567113-34904.JPG, 78
/home/dmitr/dev/fungi/data/DF20M/2238567134-109317.JPG, 37
/home/dmitr/dev/fungi/data/DF20M/2238567296-257294.JPG, 132
/home/dmitr/dev/fungi/data/DF20M/2238567502-332795.JPG, 75
/home/dmitr/dev/fungi/data/DF20M/2238567639-109427.JPG, 21
/home/dmitr/dev/fungi/data/DF20M/2238568009-109490.JPG, 17
/home/dmitr/dev/fungi/data/DF20M/2238568022-332882.JPG, 15
/home/dmitr/dev/fungi/data/DF20M/2238568035-183482.JPG, 27
/home/dmitr/dev/fungi/data/DF20M/2238568118-35081.JPG, 44
/home/dmitr/dev/fungi/data/DF20M/2238568138-35085.JPG, 140
/home/dmitr/dev/fungi/data/DF20M/2238568157-332896.JPG, 80
/home/dmitr/dev/fungi/data/DF20M/2238568215-183516.JPG, 91
/home/dmitr/dev/fungi/data/DF20M/2238568237-332909.JPG, 147
/home/dmitr/dev/fungi/data/DF20M/2238568240-183524.JPG, 1
/home/dmitr/dev/fungi/data/DF20M/2238568405-183553.JPG, 154
/home/dmitr/dev/fungi/data/DF20M/2238568447-332941.JPG, 35
/home/dmitr/dev/fungi/data/DF20M/2238568583-35168.JPG, 27
/home/dmitr/dev/fungi/data/DF20M/2238568693-35182.JPG, 171
/home/dmitr/dev/fungi/data/DF20M/2238568929-109655.JPG, 153
/home/dmitr/dev/fungi/data/DF20M/2238569086-257614.JPG, 106
/home/dmitr/dev/fungi/data/DF20M/2238569144-109685.JPG, 29
/home/dmitr/dev/fungi/data/DF20M/2238569276-257646.JPG, 41
/home/dmitr/dev/fungi/data/DF20M/2238569311-257657.JPG, 43
/home/dmitr/dev/fungi/data/DF20M/2238569333-35292.JPG, 46
/home/dmitr/dev/fungi/data/DF20M/2238569428-35311.JPG, 51
/home/dmitr/dev/fungi/data/DF20M/2238569458-35315.JPG, 130
/home/dmitr/dev/fungi/data/DF20M/2238569507-333120.JPG, 171
/home/dmitr/dev/fungi/data/DF20M/2238569604-109761.JPG, 21
/home/dmitr/dev/fungi/data/DF20M/2238569688-35356.JPG, 9
/home/dmitr/dev/fungi/data/DF20M/2238569726-257729.JPG, 86
/home/dmitr/dev/fungi/data/DF20M/2238569726-257731.JPG, 86
/home/dmitr/dev/fungi/data/DF20M/2238569777-333161.JPG, 5
/home/dmitr/dev/fungi/data/DF20M/2238570144-109844.JPG, 83
/home/dmitr/dev/fungi/data/DF20M/2238570408-35460.JPG, 145
/home/dmitr/dev/fungi/data/DF20M/2238570466-257853.JPG, 127
/home/dmitr/dev/fungi/data/DF20M/2238570523-35489.JPG, 171
/home/dmitr/dev/fungi/data/DF20M/2238570535-183890.JPG, 7
/home/dmitr/dev/fungi/data/DF20M/2238570602-333297.JPG, 13
/home/dmitr/dev/fungi/data/DF20M/2238570771-257929.JPG, 34
/home/dmitr/dev/fungi/data/DF20M/2238570866-257937.JPG, 92
/home/dmitr/dev/fungi/data/DF20M/2238570948-35559.JPG, 132
/home/dmitr/dev/fungi/data/DF20M/2238570957-333348.JPG, 51
/home/dmitr/dev/fungi/data/DF20M/2238571390-184035.JPG, 56
/home/dmitr/dev/fungi/data/DF20M/2238571435-184044.JPG, 51
/home/dmitr/dev/fungi/data/DF20M/2238571583-35650.JPG, 34
/home/dmitr/dev/fungi/data/DF20M/2238571786-258095.JPG, 127
/home/dmitr/dev/fungi/data/DF20M/2238572075-184191.JPG, 171
/home/dmitr/dev/fungi/data/DF20M/2238572116-258151.JPG, 61
/home/dmitr/dev/fungi/data/DF20M/2238572127-333539.JPG, 6
/home/dmitr/dev/fungi/data/DF20M/2238572230-184207.JPG, 24
/home/dmitr/dev/fungi/data/DF20M/2238572274-110209.JPG, 87
/home/dmitr/dev/fungi/data/DF20M/2238572336-258186.JPG, 24
/home/dmitr/dev/fungi/data/DF20M/2238572420-184248.JPG, 9
/home/dmitr/dev/fungi/data/DF20M/2238572446-258208.JPG, 96
/home/dmitr/dev/fungi/data/DF20M/2238572550-184265.JPG, 171
/home/dmitr/dev/fungi/data/DF20M/2238572838-35871.JPG, 58
/home/dmitr/dev/fungi/data/DF20M/2238572838-35872.JPG, 58
/home/dmitr/dev/fungi/data/DF20M/2238572838-35873.JPG, 58
/home/dmitr/dev/fungi/data/DF20M/2238572918-35899.JPG, 78
/home/dmitr/dev/fungi/data/DF20M/2238572962-333720.JPG, 98
/home/dmitr/dev/fungi/data/DF20M/2238572971-258314.JPG, 21
/home/dmitr/dev/fungi/data/DF20M/2238573010-184350.JPG, 151
/home/dmitr/dev/fungi/data/DF20M/2238573022-333730.JPG, 92
/home/dmitr/dev/fungi/data/DF20M/2238573128-35947.JPG, 151
/home/dmitr/dev/fungi/data/DF20M/2238573136-258345.JPG, 115
/home/dmitr/dev/fungi/data/DF20M/2238573200-184401.JPG, 140
/home/dmitr/dev/fungi/data/DF20M/2238573242-333781.JPG, 90
/home/dmitr/dev/fungi/data/DF20M/2238573404-110459.JPG, 9
/home/dmitr/dev/fungi/data/DF20M/2238573512-333846.JPG, 124
/home/dmitr/dev/fungi/data/DF20M/2238573542-333854.JPG, 171
/home/dmitr/dev/fungi/data/DF20M/2238573546-258454.JPG, 93
/home/dmitr/dev/fungi/data/DF20M/2238573594-110502.JPG, 58
/home/dmitr/dev/fungi/data/DF20M/2238573594-110503.JPG, 58
/home/dmitr/dev/fungi/data/DF20M/2238573663-36084.JPG, 34
/home/dmitr/dev/fungi/data/DF20M/2238574010-184602.JPG, 58
/home/dmitr/dev/fungi/data/DF20M/2238574197-334043.JPG, 122
/home/dmitr/dev/fungi/data/DF20M/2238574308-36251.JPG, 105
/home/dmitr/dev/fungi/data/DF20M/2238574525-184748.JPG, 78
/home/dmitr/dev/fungi/data/DF20M/2238574546-258740.JPG, 78
/home/dmitr/dev/fungi/data/DF20M/2238574546-258741.JPG, 78
/home/dmitr/dev/fungi/data/DF20M/2238574577-334142.JPG, 22
/home/dmitr/dev/fungi/data/DF20M/2238574582-334148.JPG, 143
/home/dmitr/dev/fungi/data/DF20M/2238574609-110768.JPG, 112
/home/dmitr/dev/fungi/data/DF20M/2238574612-334153.JPG, 58
/home/dmitr/dev/fungi/data/DF20M/2238574619-110772.JPG, 151
